"tanggal","waktu","label_name"
"	23-04-2023 ","11:01:54","tidak_mencontek"
"	23-04-2023 ","11:01:55","tidak_mencontek"
"	23-04-2023 ","11:01:56","tidak_mencontek"
"	23-04-2023 ","11:01:57","tidak_mencontek"
"	23-04-2023 ","11:01:58","tidak_mencontek"
"	23-04-2023 ","11:01:59","tidak_mencontek"
"	23-04-2023 ","11:02:00","tidak_mencontek"
"	23-04-2023 ","11:02:01","tidak_mencontek"
"	23-04-2023 ","11:02:02","tidak_mencontek"
"	23-04-2023 ","11:02:03","tidak_mencontek"
"	23-04-2023 ","11:02:04","tidak_mencontek"
"	23-04-2023 ","11:02:05","tidak_mencontek"
"	23-04-2023 ","11:02:06","tidak_mencontek"
"	23-04-2023 ","11:02:07","tidak_mencontek"
"	23-04-2023 ","11:02:08","tidak_mencontek"
"	23-04-2023 ","11:02:09","tidak_mencontek"
"	23-04-2023 ","11:02:10","tidak_mencontek"
"	23-04-2023 ","11:02:11","tidak_mencontek"
"	23-04-2023 ","11:02:12","tidak_mencontek"
"	23-04-2023 ","11:02:13","tidak_mencontek"
"	23-04-2023 ","11:02:14","tidak_mencontek"
"	23-04-2023 ","11:02:15","tidak_mencontek"
"	23-04-2023 ","11:02:16","tidak_mencontek"
"	23-04-2023 ","11:02:17","tidak_mencontek"
"	23-04-2023 ","11:02:18","tidak_mencontek"
"	23-04-2023 ","11:02:19","tidak_mencontek"
"	23-04-2023 ","11:02:20","tidak_mencontek"
"	23-04-2023 ","11:02:21","tidak_mencontek"
"	23-04-2023 ","11:02:22","tidak_mencontek"
"	23-04-2023 ","11:02:23","tidak_mencontek"
"	23-04-2023 ","11:02:24","tidak_mencontek"
"	23-04-2023 ","11:02:25","tidak_mencontek"
"	23-04-2023 ","11:02:26","tidak_mencontek"
"	23-04-2023 ","11:02:27","tidak_mencontek"
"	23-04-2023 ","11:02:28","tidak_mencontek"
"	23-04-2023 ","11:02:29","tidak_mencontek"
"	23-04-2023 ","11:02:30","tidak_mencontek"
"	23-04-2023 ","11:02:31","tidak_mencontek"
"	23-04-2023 ","11:02:32","tidak_mencontek"
"	23-04-2023 ","11:02:33","tidak_mencontek"
"	23-04-2023 ","11:02:34","tidak_mencontek"
"	23-04-2023 ","11:02:35","tidak_mencontek"
"	23-04-2023 ","11:02:36","tidak_mencontek"
"	23-04-2023 ","11:02:37","tidak_mencontek"
"	23-04-2023 ","11:02:38","tidak_mencontek"
"	23-04-2023 ","11:02:39","tidak_mencontek"
"	23-04-2023 ","11:02:40","tidak_mencontek"
"	23-04-2023 ","11:02:41","tidak_mencontek"
"	23-04-2023 ","11:02:42","tidak_mencontek"
"	23-04-2023 ","11:02:43","tidak_mencontek"
"	23-04-2023 ","11:02:44","tidak_mencontek"
"	23-04-2023 ","11:02:45","tidak_mencontek"
"	23-04-2023 ","11:02:46","tidak_mencontek"
"	23-04-2023 ","11:02:47","tidak_mencontek"
"	23-04-2023 ","11:02:48","tidak_mencontek"
"	23-04-2023 ","11:02:49","tidak_mencontek"
"	23-04-2023 ","11:02:50","tidak_mencontek"
"	23-04-2023 ","11:02:51","tidak_mencontek"
"	23-04-2023 ","11:02:52","tidak_mencontek"
"	23-04-2023 ","11:02:53","tidak_mencontek"
"	23-04-2023 ","11:02:54","tidak_mencontek"
"	23-04-2023 ","11:02:55","tidak_mencontek"
"	23-04-2023 ","11:02:56","tidak_mencontek"
"	23-04-2023 ","11:02:57","tidak_mencontek"
"	23-04-2023 ","11:02:58","tidak_mencontek"
"	23-04-2023 ","11:02:59","tidak_mencontek"
"	23-04-2023 ","11:03:00","tidak_mencontek"
"	23-04-2023 ","11:03:01","tidak_mencontek"
"	23-04-2023 ","11:03:02","tidak_mencontek"
"	23-04-2023 ","11:03:03","tidak_mencontek"
"	23-04-2023 ","11:03:04","tidak_mencontek"
"	23-04-2023 ","11:03:05","tidak_mencontek"
"	23-04-2023 ","11:03:06","tidak_mencontek"
"	23-04-2023 ","11:03:07","tidak_mencontek"
"	23-04-2023 ","11:03:08","tidak_mencontek"
"	23-04-2023 ","11:03:09","tidak_mencontek"
"	23-04-2023 ","11:03:10","tidak_mencontek"
"	23-04-2023 ","11:03:11","tidak_mencontek"
"	23-04-2023 ","11:03:12","tidak_mencontek"
"	23-04-2023 ","11:03:13","tidak_mencontek"
"	23-04-2023 ","11:03:14","tidak_mencontek"
"	23-04-2023 ","11:03:15","tidak_mencontek"
"	23-04-2023 ","11:03:16","tidak_mencontek"
"	23-04-2023 ","11:03:17","tidak_mencontek"
"	23-04-2023 ","11:03:18","tidak_mencontek"
"	23-04-2023 ","11:03:19","tidak_mencontek"
"	23-04-2023 ","11:03:20","tidak_mencontek"
"	23-04-2023 ","11:03:21","tidak_mencontek"
"	23-04-2023 ","11:03:22","tidak_mencontek"
"	23-04-2023 ","11:03:23","tidak_mencontek"
"	23-04-2023 ","11:03:24","tidak_mencontek"
"	23-04-2023 ","11:03:25","tidak_mencontek"
"	23-04-2023 ","11:03:26","tidak_mencontek"
"	23-04-2023 ","11:03:27","tidak_mencontek"
"	23-04-2023 ","11:03:28","tidak_mencontek"
"	23-04-2023 ","11:03:29","tidak_mencontek"
"	23-04-2023 ","11:03:30","tidak_mencontek"
"	23-04-2023 ","11:03:31","tidak_mencontek"
"	23-04-2023 ","11:03:32","tidak_mencontek"
"	23-04-2023 ","11:03:33","tidak_mencontek"
"	23-04-2023 ","11:03:34","tidak_mencontek"
"	23-04-2023 ","11:03:35","tidak_mencontek"
"	23-04-2023 ","11:03:36","tidak_mencontek"
"	23-04-2023 ","11:03:37","tidak_mencontek"
"	23-04-2023 ","11:03:38","tidak_mencontek"
"	23-04-2023 ","11:03:39","tidak_mencontek"
"	23-04-2023 ","11:03:40","tidak_mencontek"
"	23-04-2023 ","11:03:41","tidak_mencontek"
"	23-04-2023 ","11:03:42","tidak_mencontek"
"	23-04-2023 ","11:03:43","tidak_mencontek"
"	23-04-2023 ","11:03:44","tidak_mencontek"
"	23-04-2023 ","11:03:45","tidak_mencontek"
"	23-04-2023 ","11:03:46","tidak_mencontek"
"	23-04-2023 ","11:03:47","tidak_mencontek"
"	23-04-2023 ","11:03:48","tidak_mencontek"
"	23-04-2023 ","11:03:49","tidak_mencontek"
"	23-04-2023 ","11:03:50","tidak_mencontek"
"	23-04-2023 ","11:03:51","tidak_mencontek"
"	23-04-2023 ","11:03:52","tidak_mencontek"
"	23-04-2023 ","11:03:53","tidak_mencontek"
"	23-04-2023 ","11:03:54","tidak_mencontek"
"	23-04-2023 ","11:03:55","tidak_mencontek"
"	23-04-2023 ","11:03:56","tidak_mencontek"
"	23-04-2023 ","11:03:57","tidak_mencontek"
"	23-04-2023 ","11:03:58","tidak_mencontek"
"	23-04-2023 ","11:03:59","tidak_mencontek"
"	23-04-2023 ","11:04:00","tidak_mencontek"
"	23-04-2023 ","11:04:01","tidak_mencontek"
"	23-04-2023 ","11:04:02","tidak_mencontek"
"	23-04-2023 ","11:04:03","tidak_mencontek"
"	23-04-2023 ","11:04:04","tidak_mencontek"
"	23-04-2023 ","11:04:05","tidak_mencontek"
"	23-04-2023 ","11:04:06","tidak_mencontek"
"	23-04-2023 ","11:04:07","tidak_mencontek"
"	23-04-2023 ","11:04:08","tidak_mencontek"
"	23-04-2023 ","11:04:09","tidak_mencontek"
"	23-04-2023 ","11:04:10","tidak_mencontek"
"	23-04-2023 ","11:04:11","tidak_mencontek"
"	23-04-2023 ","11:04:12","tidak_mencontek"
"	23-04-2023 ","11:04:13","tidak_mencontek"
"	23-04-2023 ","11:04:14","tidak_mencontek"
"	23-04-2023 ","11:04:15","tidak_mencontek"
"	23-04-2023 ","11:04:16","tidak_mencontek"
"	23-04-2023 ","11:04:17","tidak_mencontek"
"	23-04-2023 ","11:04:18","tidak_mencontek"
"	23-04-2023 ","11:04:19","tidak_mencontek"
"	23-04-2023 ","11:04:20","tidak_mencontek"
"	23-04-2023 ","11:04:21","tidak_mencontek"
"	23-04-2023 ","11:04:22","tidak_mencontek"
"	23-04-2023 ","11:04:23","tidak_mencontek"
"	23-04-2023 ","11:04:24","tidak_mencontek"
"	23-04-2023 ","11:04:25","tidak_mencontek"
"	23-04-2023 ","11:04:26","tidak_mencontek"
"	23-04-2023 ","11:04:27","tidak_mencontek"
"	23-04-2023 ","11:04:28","tidak_mencontek"
"	23-04-2023 ","11:04:29","tidak_mencontek"
"	23-04-2023 ","11:04:30","tidak_mencontek"
"	23-04-2023 ","11:04:31","tidak_mencontek"
"	23-04-2023 ","11:04:32","tidak_mencontek"
"	23-04-2023 ","11:04:33","tidak_mencontek"
"	23-04-2023 ","11:04:34","tidak_mencontek"
"	23-04-2023 ","11:04:35","tidak_mencontek"
"	23-04-2023 ","11:04:36","tidak_mencontek"
"	23-04-2023 ","11:04:37","tidak_mencontek"
"	23-04-2023 ","11:04:38","tidak_mencontek"
"	23-04-2023 ","11:04:39","tidak_mencontek"
"	23-04-2023 ","11:04:40","tidak_mencontek"
"	23-04-2023 ","11:04:41","tidak_mencontek"
"	23-04-2023 ","11:04:42","tidak_mencontek"
"	23-04-2023 ","11:04:43","tidak_mencontek"
"	23-04-2023 ","11:04:44","tidak_mencontek"
"	23-04-2023 ","11:04:45","tidak_mencontek"
"	23-04-2023 ","11:04:46","tidak_mencontek"
"	23-04-2023 ","11:04:47","tidak_mencontek"
"	23-04-2023 ","11:04:48","tidak_mencontek"
"	23-04-2023 ","11:04:49","tidak_mencontek"
"	23-04-2023 ","11:04:50","tidak_mencontek"
"	23-04-2023 ","11:04:51","tidak_mencontek"
"	23-04-2023 ","11:04:52","tidak_mencontek"
"	23-04-2023 ","11:04:53","tidak_mencontek"
"	23-04-2023 ","11:04:54","tidak_mencontek"
"	23-04-2023 ","11:04:55","tidak_mencontek"
"	23-04-2023 ","11:04:56","tidak_mencontek"
"	23-04-2023 ","11:04:57","tidak_mencontek"
"	23-04-2023 ","11:04:58","tidak_mencontek"
"	23-04-2023 ","11:04:59","tidak_mencontek"
"	23-04-2023 ","11:05:00","tidak_mencontek"
"	23-04-2023 ","11:05:01","tidak_mencontek"
"	23-04-2023 ","11:05:02","tidak_mencontek"
"	23-04-2023 ","11:05:03","tidak_mencontek"
"	23-04-2023 ","11:05:04","tidak_mencontek"
"	23-04-2023 ","11:05:05","tidak_mencontek"
"	23-04-2023 ","11:05:06","tidak_mencontek"
"	23-04-2023 ","11:05:07","tidak_mencontek"
"	23-04-2023 ","11:05:08","tidak_mencontek"
"	23-04-2023 ","11:05:09","tidak_mencontek"
"	23-04-2023 ","11:05:10","tidak_mencontek"
"	23-04-2023 ","11:05:11","tidak_mencontek"
"	23-04-2023 ","11:05:12","tidak_mencontek"
"	23-04-2023 ","11:05:13","tidak_mencontek"
"	23-04-2023 ","11:05:14","tidak_mencontek"
"	23-04-2023 ","11:05:15","tidak_mencontek"
"	23-04-2023 ","11:05:16","tidak_mencontek"
"	23-04-2023 ","11:05:17","tidak_mencontek"
"	23-04-2023 ","11:05:18","tidak_mencontek"
"	23-04-2023 ","11:05:19","tidak_mencontek"
"	23-04-2023 ","11:05:20","tidak_mencontek"
"	23-04-2023 ","11:05:21","tidak_mencontek"
"	23-04-2023 ","11:05:22","tidak_mencontek"
"	23-04-2023 ","11:05:23","tidak_mencontek"
"	23-04-2023 ","11:05:24","tidak_mencontek"
"	23-04-2023 ","11:05:25","tidak_mencontek"
"	23-04-2023 ","11:05:26","tidak_mencontek"
"	23-04-2023 ","11:05:27","tidak_mencontek"
"	23-04-2023 ","11:05:28","tidak_mencontek"
"	23-04-2023 ","11:05:29","tidak_mencontek"
"	23-04-2023 ","11:05:30","tidak_mencontek"
"	23-04-2023 ","11:05:31","tidak_mencontek"
"	23-04-2023 ","11:05:32","tidak_mencontek"
"	23-04-2023 ","11:05:33","tidak_mencontek"
"	23-04-2023 ","11:05:34","tidak_mencontek"
"	23-04-2023 ","11:05:35","tidak_mencontek"
"	23-04-2023 ","11:05:36","tidak_mencontek"
"	23-04-2023 ","11:05:37","tidak_mencontek"
"	23-04-2023 ","11:05:38","tidak_mencontek"
"	23-04-2023 ","11:05:39","tidak_mencontek"
"	23-04-2023 ","11:05:40","tidak_mencontek"
"	23-04-2023 ","11:05:41","tidak_mencontek"
"	23-04-2023 ","11:05:42","tidak_mencontek"
"	23-04-2023 ","11:05:43","tidak_mencontek"
"	23-04-2023 ","11:05:44","tidak_mencontek"
"	23-04-2023 ","11:05:45","tidak_mencontek"
"	23-04-2023 ","11:05:46","tidak_mencontek"
"	23-04-2023 ","11:05:47","tidak_mencontek"
"	23-04-2023 ","11:05:48","tidak_mencontek"
"	23-04-2023 ","11:05:49","tidak_mencontek"
"	23-04-2023 ","11:05:50","tidak_mencontek"
"	23-04-2023 ","11:05:51","tidak_mencontek"
"	23-04-2023 ","11:05:52","tidak_mencontek"
"	23-04-2023 ","11:05:53","tidak_mencontek"
"	23-04-2023 ","11:05:54","tidak_mencontek"
"	23-04-2023 ","11:05:55","tidak_mencontek"
"	23-04-2023 ","11:05:56","tidak_mencontek"
"	23-04-2023 ","11:05:57","tidak_mencontek"
"	23-04-2023 ","11:05:58","tidak_mencontek"
"	23-04-2023 ","11:05:59","tidak_mencontek"
"	23-04-2023 ","11:06:00","tidak_mencontek"
"	23-04-2023 ","11:06:01","tidak_mencontek"
"	23-04-2023 ","11:06:02","tidak_mencontek"
"	23-04-2023 ","11:06:03","tidak_mencontek"
"	23-04-2023 ","11:06:04","tidak_mencontek"
"	23-04-2023 ","11:06:05","tidak_mencontek"
"	23-04-2023 ","11:06:06","tidak_mencontek"
"	23-04-2023 ","11:06:07","tidak_mencontek"
"	23-04-2023 ","11:06:08","tidak_mencontek"
"	23-04-2023 ","11:06:09","tidak_mencontek"
"	23-04-2023 ","11:06:10","tidak_mencontek"
"	23-04-2023 ","11:06:11","tidak_mencontek"
"	23-04-2023 ","11:06:12","tidak_mencontek"
"	23-04-2023 ","11:06:13","tidak_mencontek"
"	23-04-2023 ","11:06:14","tidak_mencontek"
"	23-04-2023 ","11:06:15","tidak_mencontek"
"	23-04-2023 ","11:06:16","tidak_mencontek"
"	23-04-2023 ","11:06:17","tidak_mencontek"
"	23-04-2023 ","11:06:18","tidak_mencontek"
"	23-04-2023 ","11:06:19","tidak_mencontek"
"	23-04-2023 ","11:06:20","tidak_mencontek"
"	23-04-2023 ","11:06:21","tidak_mencontek"
"	23-04-2023 ","11:06:22","tidak_mencontek"
"	23-04-2023 ","11:06:23","tidak_mencontek"
"	23-04-2023 ","11:06:24","tidak_mencontek"
"	23-04-2023 ","11:06:25","tidak_mencontek"
"	23-04-2023 ","11:06:26","tidak_mencontek"
"	23-04-2023 ","11:06:27","tidak_mencontek"
"	23-04-2023 ","11:06:28","tidak_mencontek"
"	23-04-2023 ","11:06:29","tidak_mencontek"
"	23-04-2023 ","11:06:30","tidak_mencontek"
"	23-04-2023 ","11:06:31","tidak_mencontek"
"	23-04-2023 ","11:06:32","tidak_mencontek"
"	23-04-2023 ","11:06:33","tidak_mencontek"
"	23-04-2023 ","11:06:34","tidak_mencontek"
"	23-04-2023 ","11:06:35","tidak_mencontek"
"	23-04-2023 ","11:06:36","tidak_mencontek"
"	23-04-2023 ","11:06:37","tidak_mencontek"
"	23-04-2023 ","11:06:38","tidak_mencontek"
"	23-04-2023 ","11:06:39","tidak_mencontek"
"	23-04-2023 ","11:06:40","tidak_mencontek"
"	23-04-2023 ","11:06:41","tidak_mencontek"
"	23-04-2023 ","11:06:42","tidak_mencontek"
"	23-04-2023 ","11:06:43","tidak_mencontek"
"	23-04-2023 ","11:06:44","tidak_mencontek"
"	23-04-2023 ","11:06:45","tidak_mencontek"
"	23-04-2023 ","11:06:46","tidak_mencontek"
"	23-04-2023 ","11:06:47","tidak_mencontek"
"	23-04-2023 ","11:06:48","tidak_mencontek"
"	23-04-2023 ","11:06:49","tidak_mencontek"
"	23-04-2023 ","11:06:50","tidak_mencontek"
"	23-04-2023 ","11:06:51","tidak_mencontek"
"	23-04-2023 ","11:06:52","tidak_mencontek"
"	23-04-2023 ","11:06:53","tidak_mencontek"
"	23-04-2023 ","11:06:54","tidak_mencontek"
"	23-04-2023 ","11:06:55","tidak_mencontek"
"	23-04-2023 ","11:06:56","tidak_mencontek"
"	23-04-2023 ","11:06:57","tidak_mencontek"
"	23-04-2023 ","11:06:58","tidak_mencontek"
"	23-04-2023 ","11:06:59","tidak_mencontek"
"	23-04-2023 ","11:07:00","tidak_mencontek"
"	23-04-2023 ","11:07:01","tidak_mencontek"
"	23-04-2023 ","11:07:02","tidak_mencontek"
"	23-04-2023 ","11:07:03","tidak_mencontek"
"	23-04-2023 ","11:07:04","tidak_mencontek"
"	23-04-2023 ","11:07:05","tidak_mencontek"
"	23-04-2023 ","11:07:06","tidak_mencontek"
"	23-04-2023 ","11:07:07","tidak_mencontek"
"	23-04-2023 ","11:07:08","tidak_mencontek"
"	23-04-2023 ","11:07:09","tidak_mencontek"
"	23-04-2023 ","11:07:10","tidak_mencontek"
"	23-04-2023 ","11:07:11","tidak_mencontek"
"	23-04-2023 ","11:07:12","tidak_mencontek"
"	23-04-2023 ","11:07:13","tidak_mencontek"
"	23-04-2023 ","11:07:14","tidak_mencontek"
"	23-04-2023 ","11:07:15","tidak_mencontek"
"	23-04-2023 ","11:07:16","tidak_mencontek"
"	23-04-2023 ","11:07:17","tidak_mencontek"
"	23-04-2023 ","11:07:18","tidak_mencontek"
"	23-04-2023 ","11:07:19","tidak_mencontek"
"	23-04-2023 ","11:07:20","tidak_mencontek"
"	23-04-2023 ","11:07:21","tidak_mencontek"
"	23-04-2023 ","11:07:22","tidak_mencontek"
"	23-04-2023 ","11:07:23","tidak_mencontek"
"	23-04-2023 ","11:07:24","tidak_mencontek"
"	23-04-2023 ","11:07:25","tidak_mencontek"
"	23-04-2023 ","11:07:26","tidak_mencontek"
"	23-04-2023 ","11:07:27","tidak_mencontek"
"	23-04-2023 ","11:07:28","tidak_mencontek"
"	23-04-2023 ","11:07:29","tidak_mencontek"
"	23-04-2023 ","11:07:30","tidak_mencontek"
"	23-04-2023 ","11:07:31","tidak_mencontek"
"	23-04-2023 ","11:07:32","tidak_mencontek"
"	23-04-2023 ","11:07:33","tidak_mencontek"
"	23-04-2023 ","11:07:34","tidak_mencontek"
"	23-04-2023 ","11:07:35","tidak_mencontek"
"	23-04-2023 ","11:07:36","tidak_mencontek"
"	23-04-2023 ","11:07:37","tidak_mencontek"
"	23-04-2023 ","11:07:38","tidak_mencontek"
"	23-04-2023 ","11:07:39","tidak_mencontek"
"	23-04-2023 ","11:07:40","tidak_mencontek"
"	23-04-2023 ","11:07:41","tidak_mencontek"
"	23-04-2023 ","11:07:42","tidak_mencontek"
"	23-04-2023 ","11:07:43","tidak_mencontek"
"	23-04-2023 ","11:07:44","tidak_mencontek"
"	23-04-2023 ","11:07:45","tidak_mencontek"
"	23-04-2023 ","11:07:46","tidak_mencontek"
"	23-04-2023 ","11:07:47","tidak_mencontek"
"	23-04-2023 ","11:07:48","tidak_mencontek"
"	23-04-2023 ","11:07:49","tidak_mencontek"
"	23-04-2023 ","11:07:50","tidak_mencontek"
"	23-04-2023 ","11:07:51","tidak_mencontek"
"	23-04-2023 ","11:07:52","tidak_mencontek"
"	23-04-2023 ","11:07:53","tidak_mencontek"
"	23-04-2023 ","11:07:54","tidak_mencontek"
"	23-04-2023 ","11:07:55","tidak_mencontek"
"	23-04-2023 ","11:07:56","tidak_mencontek"
"	23-04-2023 ","11:07:57","tidak_mencontek"
"	23-04-2023 ","11:07:58","tidak_mencontek"
"	23-04-2023 ","11:07:59","tidak_mencontek"
"	23-04-2023 ","11:08:00","tidak_mencontek"
"	23-04-2023 ","11:08:01","tidak_mencontek"
"	23-04-2023 ","11:08:02","tidak_mencontek"
"	23-04-2023 ","11:08:03","tidak_mencontek"
"	23-04-2023 ","11:08:04","tidak_mencontek"
"	23-04-2023 ","11:08:05","tidak_mencontek"
"	23-04-2023 ","11:08:06","tidak_mencontek"
"	23-04-2023 ","11:08:07","tidak_mencontek"
"	23-04-2023 ","11:08:08","tidak_mencontek"
"	23-04-2023 ","11:08:09","tidak_mencontek"
"	23-04-2023 ","11:08:10","tidak_mencontek"
"	23-04-2023 ","11:08:11","tidak_mencontek"
"	23-04-2023 ","11:08:12","tidak_mencontek"
"	23-04-2023 ","11:08:13","tidak_mencontek"
"	23-04-2023 ","11:08:14","tidak_mencontek"
"	23-04-2023 ","11:08:15","tidak_mencontek"
"	23-04-2023 ","11:08:16","tidak_mencontek"
"	23-04-2023 ","11:08:17","tidak_mencontek"
"	23-04-2023 ","11:08:18","tidak_mencontek"
"	23-04-2023 ","11:08:19","tidak_mencontek"
"	23-04-2023 ","11:08:20","tidak_mencontek"
"	23-04-2023 ","11:08:21","tidak_mencontek"
"	23-04-2023 ","11:08:22","tidak_mencontek"
"	23-04-2023 ","11:08:23","tidak_mencontek"
"	23-04-2023 ","11:08:24","tidak_mencontek"
"	23-04-2023 ","11:08:25","tidak_mencontek"
"	23-04-2023 ","11:08:26","tidak_mencontek"
"	23-04-2023 ","11:08:27","tidak_mencontek"
"	23-04-2023 ","11:08:28","tidak_mencontek"
"	23-04-2023 ","11:08:29","tidak_mencontek"
"	23-04-2023 ","11:08:30","tidak_mencontek"
"	23-04-2023 ","11:08:31","tidak_mencontek"
"	23-04-2023 ","11:08:32","tidak_mencontek"
"	23-04-2023 ","11:08:33","tidak_mencontek"
"	23-04-2023 ","11:08:34","tidak_mencontek"
"	23-04-2023 ","11:08:35","tidak_mencontek"
"	23-04-2023 ","11:08:36","tidak_mencontek"
"	23-04-2023 ","11:08:37","tidak_mencontek"
